catalog_order,id,name_en,name_ro,name_th,record_type,primary_category,all_categories,disciplines,hyrox_station_order,hyrox_station_name,equipment,muscles,movement_pattern,entity_type,prescription_mode,default_sets,default_reps_or_duration,unit,default_rest_seconds,per_side,loadable,increment_kg,can_fail_safely,needs_spotter,needs_safeties,contraindications,technical_complexity,coached_only,tempo_applies,tempo_class,review_status,evidence_source_ids,owner_csv_exact_match,owner_csv_disposition,owner_csv_source_name,english_aliases,notes
445,side_plank_with_leg_lift,Side Plank with Leg Lift,Side Plank with Leg Lift,Side Plank with Leg Lift,movement,strength,strength,strength,,,Mat,obliques; abs; glutes,core_anti_lateral_flexion,resistance_dynamic,tempo_reps,4,12,reps,60,false,false,0,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Side Plank with Leg Lift,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
446,copenhagen_side_plank_long_lever,Copenhagen Side Plank - Long Lever,Copenhagen Side Plank - Long Lever,Copenhagen Side Plank - Long Lever,movement,strength,strength,strength,,,Bench,obliques; abs; glutes,core_anti_lateral_flexion,resistance_dynamic,tempo_reps,4,12,reps,60,false,false,0,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Copenhagen Side Plank - Long Lever,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, world_gymnastics_mag_2025."
447,crab_walk,Crab Walk,Crab Walk,Crab Walk,movement,hiit,hiit,conditioning,,,Bodyweight,chest; upperBack; abs; glutes; quads; obliques,conditioning,conditioning_complex,interval,4,30,seconds,60,false,false,0,true,false,false,,2,false,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Crab Walk,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
448,inchworm_walkout,Inchworm Walkout,Inchworm Walkout,Inchworm Walkout,movement,hiit,hiit,conditioning,,,Bodyweight,chest; upperBack; abs; glutes; quads; obliques,conditioning,conditioning_complex,interval,4,30,seconds,60,false,false,0,true,false,false,,2,false,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Inchworm Walkout,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
449,walkout_to_push_up,Walkout to Push-up,Walkout to Push-up,Walkout to Push-up,movement,hiit,hiit,conditioning,,,Bodyweight,chest; upperBack; abs; glutes; quads; obliques,conditioning,conditioning_complex,interval,4,30,seconds,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Walkout to Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
450,hollow_body_arch_rock,Hollow Body Arch Rock,Hollow Body Arch Rock,Hollow Body Arch Rock,movement,calisthenics,crossfit; calisthenics; hiit,conditioning; gymnastics; calisthenics; crossfit,,,Mat,abs; obliques,core_anti_extension,conditioning_complex,interval,4,30,seconds,60,false,false,0,true,false,false,,2,false,false,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Hollow Body Arch Rock,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide, world_gymnastics_mag_2025."
451,barbell_rack_pull,Barbell Rack Pull,Barbell Rack Pull,Barbell Rack Pull,movement,weights,powerlifting; strength; weights,strength; powerlifting,,,Barbell · Plates,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,lumbar_flexion,2,false,true,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Barbell Rack Pull,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
452,deficit_romanian_deadlift,Deficit Romanian Deadlift,Deficit Romanian Deadlift,Deficit Romanian Deadlift,movement,weights,strength; weights,strength,,,Barbell · Plates,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,lumbar_flexion,2,false,true,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Deficit Romanian Deadlift,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
453,snatch_grip_romanian_deadlift,Snatch-Grip Romanian Deadlift,Snatch-Grip Romanian Deadlift,Snatch-Grip Romanian Deadlift,movement,weights,olympic_weightlifting; strength; weights,strength; olympic_weightlifting,,,Barbell · Plates,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,quality_reps,4,9,reps,90,false,true,2.5,true,false,false,lumbar_flexion; shoulder_overhead; shoulder_press,2,false,false,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; nsca_weightlifting_2023; iwf_tcrr_2025; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Snatch-Grip Romanian Deadlift,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, nsca_weightlifting_2023, iwf_tcrr_2025, nsca_higher_risk_resistance."
454,barbell_hip_thrust_single_leg,Barbell Hip Thrust - Single-Leg,Barbell Hip Thrust - Single-Leg,Barbell Hip Thrust - Single-Leg,movement,weights,strength; weights,strength,,,Barbell · Plates,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,true,true,2.5,true,false,false,lumbar_flexion,2,false,true,glute_lockout,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Barbell Hip Thrust - Single-Leg,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
455,barbell_glute_bridge,Barbell Glute Bridge,Barbell Glute Bridge,Barbell Glute Bridge,movement,weights,strength; weights,strength,,,Barbell · Plates,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,lumbar_flexion,2,false,true,glute_lockout,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Barbell Glute Bridge,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
456,barbell_step_up,Barbell Step-up,Barbell Step-up,Barbell Step-up,movement,weights,strength; weights,strength,,,Barbell · Plates,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,true,true,2.5,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Barbell Step-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
457,barbell_walking_lunge_front_rack,Barbell Walking Lunge (Front Rack),Barbell Walking Lunge (Front Rack),Barbell Walking Lunge (Front Rack),movement,weights,crossfit; strength; hiit; weights,strength; crossfit,,,Barbell · Plates,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2.5,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Barbell Walking Lunge (Front Rack),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
458,barbell_split_jerk,Barbell Split Jerk,Barbell Split Jerk,Barbell Split Jerk,movement,weights,olympic_weightlifting; crossfit; strength; hiit; weights,strength; olympic_weightlifting; crossfit,,,Barbell · Plates,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,quality_reps,4,5,reps,120,false,true,2.5,false,false,false,shoulder_overhead; shoulder_press,5,true,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; nsca_weightlifting_2023; iwf_tcrr_2025; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Barbell Split Jerk,,"Explosive quality repetitions: no artificial lifting cadence; stop when speed, catch or fixation changes. Requires qualified coaching in APEX. Evidence: acsm_resistance_2002, acsm_resistance_2026, nsca_weightlifting_2023, iwf_tcrr_2025, nsca_higher_risk_resistance."
459,barbell_push_jerk,Barbell Push Jerk,Barbell Push Jerk,Barbell Push Jerk,movement,weights,olympic_weightlifting; crossfit; strength; hiit; weights,strength; olympic_weightlifting; crossfit,,,Barbell · Plates,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,quality_reps,4,5,reps,120,false,true,2.5,false,false,false,shoulder_overhead; shoulder_press,5,true,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; nsca_weightlifting_2023; iwf_tcrr_2025; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Barbell Push Jerk,,"Explosive quality repetitions: no artificial lifting cadence; stop when speed, catch or fixation changes. Requires qualified coaching in APEX. Evidence: acsm_resistance_2002, acsm_resistance_2026, nsca_weightlifting_2023, iwf_tcrr_2025, nsca_higher_risk_resistance."
460,barbell_power_jerk,Barbell Power Jerk,Barbell Power Jerk,Barbell Power Jerk,movement,weights,olympic_weightlifting; crossfit; strength; hiit; weights,strength; olympic_weightlifting; crossfit,,,Barbell · Plates,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,quality_reps,4,5,reps,120,false,true,2.5,false,false,false,shoulder_overhead; shoulder_press,5,true,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; nsca_weightlifting_2023; iwf_tcrr_2025; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Barbell Power Jerk,,"Explosive quality repetitions: no artificial lifting cadence; stop when speed, catch or fixation changes. Requires qualified coaching in APEX. Evidence: acsm_resistance_2002, acsm_resistance_2026, nsca_weightlifting_2023, iwf_tcrr_2025, nsca_higher_risk_resistance."
461,barbell_floor_row,Barbell Floor Row,Barbell Floor Row,Barbell Floor Row,movement,weights,strength; weights,strength,,,Barbell · Plates,lats; upperBack; biceps; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2.5,true,false,false,,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Barbell Floor Row,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
462,landmine_reverse_lunge,Landmine Reverse Lunge,Landmine Reverse Lunge,Landmine Reverse Lunge,movement,weights,strength; weights,strength,,,Landmine · Plates,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,true,true,2.5,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Landmine Reverse Lunge,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
463,landmine_lateral_lunge,Landmine Lateral Lunge,Landmine Lateral Lunge,Landmine Lateral Lunge,movement,weights,strength; weights,strength,,,Landmine · Plates,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,true,true,2.5,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Landmine Lateral Lunge,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
464,landmine_single_arm_row,Landmine Single-Arm Row,Landmine Single-Arm Row,Landmine Single-Arm Row,movement,weights,strength; weights,strength,,,Landmine · Plates,lats; upperBack; biceps; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,9,reps,60,true,true,2.5,true,false,false,,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Landmine Single-Arm Row,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
465,landmine_meadows_row,Landmine Meadows Row,Landmine Meadows Row,Landmine Meadows Row,movement,weights,strength; weights,strength,,,Landmine · Plates,lats; upperBack; biceps; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,9,reps,60,true,true,2.5,true,false,false,,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Landmine Meadows Row,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
466,landmine_single_arm_press_half_kneeling,Landmine Single-Arm Press (Half-Kneeling),Landmine Single-Arm Press (Half-Kneeling),Landmine Single-Arm Press (Half-Kneeling),movement,weights,strength; weights,strength,,,Landmine · Plates,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,tempo_reps,4,9,reps,60,true,true,2.5,true,false,false,shoulder_overhead; shoulder_press,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Landmine Single-Arm Press (Half-Kneeling),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
467,dumbbell_sumo_squat,Dumbbell Sumo Squat,Dumbbell Sumo Squat,Dumbbell Sumo Squat,movement,weights,strength; weights,strength,,,Dumbbells,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Sumo Squat,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
468,dumbbell_step_up_with_knee_drive,Dumbbell Step-up with Knee Drive,Dumbbell Step-up with Knee Drive,Dumbbell Step-up with Knee Drive,movement,weights,strength; weights,strength,,,Dumbbells,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,true,true,2,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Step-up with Knee Drive,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
469,dumbbell_curtsy_lunge,Dumbbell Curtsy Lunge,Dumbbell Curtsy Lunge,Dumbbell Curtsy Lunge,movement,weights,strength; weights,strength,,,Dumbbells,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,true,true,2,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Curtsy Lunge,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
470,dumbbell_rdl_to_row,Dumbbell RDL to Row,Dumbbell RDL to Row,Dumbbell RDL to Row,movement,weights,strength; weights,strength,,,Dumbbells,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,2,true,false,false,lumbar_flexion,2,false,true,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell RDL to Row,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
471,dumbbell_renegade_row_with_push_up,Dumbbell Renegade Row with Push-up,Dumbbell Renegade Row with Push-up,Dumbbell Renegade Row with Push-up,movement,weights,crossfit; strength; hiit; weights,strength; crossfit,,,Dumbbells,lats; chest; biceps; triceps,conditioning,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Renegade Row with Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
472,dumbbell_pullover_to_press,Dumbbell Pullover to Press,Dumbbell Pullover to Press,Dumbbell Pullover to Press,movement,weights,strength; weights,strength,,,Dumbbells,lats; chest; triceps,conditioning,resistance_dynamic,tempo_reps,3,9,reps,60,false,true,2,true,false,false,,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Pullover to Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
473,alternating_dumbbell_bench_press,Alternating Dumbbell Bench Press,Alternating Dumbbell Bench Press,Alternating Dumbbell Bench Press,movement,weights,strength; weights,strength,,,Dumbbells,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,true,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Alternating Dumbbell Bench Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
474,dumbbell_cross_body_hammer_curl,Dumbbell Cross-Body Hammer Curl,Dumbbell Cross-Body Hammer Curl,Dumbbell Cross-Body Hammer Curl,movement,weights,strength; weights,strength,,,Dumbbells,biceps; forearms,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,true,true,2,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Cross-Body Hammer Curl,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
475,dumbbell_zottman_curl,Dumbbell Zottman Curl,Dumbbell Zottman Curl,Dumbbell Zottman Curl,movement,weights,strength; weights,strength,,,Dumbbells,biceps; forearms,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Zottman Curl,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
476,dumbbell_concentration_curl,Dumbbell Concentration Curl,Dumbbell Concentration Curl,Dumbbell Concentration Curl,movement,weights,strength; weights,strength,,,Dumbbells,biceps; forearms,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,true,true,2,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Concentration Curl,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
477,dumbbell_reverse_fly_incline,Dumbbell Reverse Fly (Incline),Dumbbell Reverse Fly (Incline),Dumbbell Reverse Fly (Incline),movement,weights,strength; weights,strength,,,Dumbbells,rearDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Reverse Fly (Incline),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
478,dumbbell_y_raise,Dumbbell Y-Raise,Dumbbell Y-Raise,Dumbbell Y-Raise,movement,weights,strength; weights,strength,,,Dumbbells,sideDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Y-Raise,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
479,dumbbell_cuban_press,Dumbbell Cuban Press,Dumbbell Cuban Press,Dumbbell Cuban Press,movement,weights,strength; weights,strength,,,Dumbbells,rearDelts; sideDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,4,false,true,rotator_cuff,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Cuban Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
480,dumbbell_tate_press,Dumbbell Tate Press,Dumbbell Tate Press,Dumbbell Tate Press,movement,weights,strength; weights,strength,,,Dumbbells,triceps; frontDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Tate Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
481,dumbbell_floor_fly,Dumbbell Floor Fly,Dumbbell Floor Fly,Dumbbell Floor Fly,movement,weights,strength; weights,strength,,,Dumbbells,chest; frontDelts,isolation_upper,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Floor Fly,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
482,dumbbell_squeeze_press,Dumbbell Squeeze Press,Dumbbell Squeeze Press,Dumbbell Squeeze Press,movement,weights,strength; weights,strength,,,Dumbbells,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Dumbbell Squeeze Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
483,farmers_walk_with_trap_bar,Farmer's Walk with Trap Bar,Farmer's Walk with Trap Bar,Farmer's Walk with Trap Bar,movement,weights,strongman; strength; weights,strength; strongman,,,Trap Bar · Plates,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,false,true,2.5,true,false,false,,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; nsca_loaded_carries; world_strongman_rules; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Farmer's Walk with Trap Bar,,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, nsca_loaded_carries, world_strongman_rules, nsca_higher_risk_resistance."
484,suitcase_carry_single_dumbbell,Suitcase Carry (Single Dumbbell),Suitcase Carry (Single Dumbbell),Suitcase Carry (Single Dumbbell),movement,weights,strongman; strength; weights,strength; strongman,,,Dumbbells,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,true,true,2,true,false,false,,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; nsca_loaded_carries; world_strongman_rules; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Suitcase Carry (Single Dumbbell),,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, nsca_loaded_carries, world_strongman_rules, nsca_higher_risk_resistance."
485,front_rack_carry_barbell,Front Rack Carry (Barbell),Front Rack Carry (Barbell),Front Rack Carry (Barbell),movement,weights,strongman; strength; weights,strength; strongman,,,Barbell · Plates,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,false,true,2.5,true,false,false,,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; nsca_loaded_carries; world_strongman_rules; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Front Rack Carry (Barbell),,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, nsca_loaded_carries, world_strongman_rules, nsca_higher_risk_resistance."
486,sandbag_bear_hug_carry,Sandbag Bear-Hug Carry,Sandbag Bear-Hug Carry,Sandbag Bear-Hug Carry,movement,weights,strongman; strength; weights,strength; strongman,,,Sandbag,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,false,true,5,true,false,false,,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; nsca_loaded_carries; world_strongman_rules; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Sandbag Bear-Hug Carry,,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, nsca_loaded_carries, world_strongman_rules, nsca_higher_risk_resistance."
487,sandbag_shouldering,Sandbag Shouldering,Sandbag Shouldering,Sandbag Shouldering,movement,weights,strongman; strength; weights,strength; strongman,,,Sandbag,glutes; hamstrings; upperBack; biceps; forearms,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,true,5,true,false,false,lumbar_flexion,4,false,true,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; world_strongman_rules; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Sandbag Shouldering,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, world_strongman_rules, nsca_higher_risk_resistance."
488,sandbag_over_the_shoulder_throw,Sandbag Over-the-Shoulder Throw,Sandbag Over-the-Shoulder Throw,Sandbag Over-the-Shoulder Throw,movement,weights,strongman; hiit; weights,conditioning; strongman,,,Sandbag,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,plyometric,contacts,4,4,reps,60,false,true,5,false,false,false,ankle_impact; knee_impact; lumbar_flexion,5,true,false,hamstring_eccentric,internally_reviewed,nsca_plyometric; world_strongman_rules; nsca_higher_risk_resistance,yes,enriched_from_review_queue,Sandbag Over-the-Shoulder Throw,,"Count crisp contacts only; use full recovery and stop when landing position or rebound quality changes. Requires qualified coaching in APEX. Evidence: nsca_plyometric, world_strongman_rules, nsca_higher_risk_resistance."
